vidName,stimSet,subName,description
CaringChildren-playingPlayground1,Set1,Sub33,Slides. A slide. 
IntClean-vacuuming1,Set1,Sub33,Is vacuuming. 
FoodDrink-bakingCookies1,Set1,Sub33,Someone is baking cookies. 
RacquetSports-playingtennis1,Set1,Sub33,Who are playing tennis. 
Garden-gardening1,Set1,Sub33,Amen. Is gardening. 
Basketball-Basketball1,Set1,Sub33, a man makes a 3-pointer. 
CaringChildren-babyCrawling1,Set1,Sub33,Baby is crawling. 
Dancing-modernDance1,Set1,Sub33,People are dancing. 
Crafts-painting1,Set1,Sub33,Someone is painting. 
Soccer-playingSoccer1,Set1,Sub33, a soccer player makes a goal. 
Aerobics-aerobics1,Set1,Sub33,Woman are exercising. 
GroomingOneself-applyingMakeup1,Set1,Sub33,Do you want. Is putting on eyeshadow. 
KitchenClean-washingDishes1,Set1,Sub33, someone is washing a fry pan. 
Dressing-tyingTie1,Set1,Sub33,Some. Putting on a tie. 
Garden-mowingLawn1,Set1,Sub33,When is mowing their lawn. 
Weights-weights1,Set1,Sub33,Man is working out. 
Pets-brushingCat1,Set1,Sub33,Someone is grooming their cat. 
Laundry-laundry1,Set1,Sub33,Someone is doing laundry. 
Write-writing1,Set1,Sub33,Journaling. 
Dressing-puttingOnShoes1,Set1,Sub33, a woman is taking off her boot. 
FoodDrink-sautee1,Set1,Sub33, someone is cooking onion. 
Games-playingbilliards1,Set1,Sub33, someone is playing pool. 
Bike-bike1,Set1,Sub33,People are cycling. 
EatDrink-eating1,Set1,Sub33,Eating something. 
Sleeping-sleep1,Set1,Sub33, a man is breathing in a deep breath. 
GroomingOneself-brushHair1,Set1,Sub33,Brushes her hair. 
Pets-playingDog1,Set1,Sub33,Man is petting his dog. 
Golf-golf1,Set1,Sub33, a man just hit a golf ball. 
Phone-calling1,Set1,Sub33,Is talking on the phone. 
Cardio-spinning1,Set1,Sub33,People are cycling. 
Social-laughing1,Set1,Sub33,A man is giggling. 
Garden-wateringPlants1,Set1,Sub33,When is watering. 
FoodDrink-rollingDough1,Set1,Sub33,Someone is flattening dough. 
Crafts-knitting1,Set1,Sub33, someone is knitting. 
HealthSelfCare-swallowPills1,Set1,Sub33, a woman is.  drinking a pill. 
Wash-wash1,Set1,Sub33,Washing hands. Someone is washing their hands. 
FoodDrink-chopping1,Set1,Sub33, someone is cutting carrots. 
EatDrink-drinking1,Set1,Sub33, a woman is drinking tea. 
Computer-computer1,Set1,Sub33,When is using his computer. 
Games-videoGames1,Set1,Sub33, two men are playing a video game. 
FoodDrink-stirring1,Set1,Sub33,Baking. Someone is speaking. 
FoodDrink-grilling1,Set1,Sub33,Cooking meat. 
Travel-driving1,Set1,Sub33, a man is driving a bmw. 
Yoga-yoga1,Set1,Sub33,A woman is doing yoga. 
GroomingOneself-brushingTeeth1,Set1,Sub33, someone is brushing his teeth. 
IntClean-moppingfloor1,Set1,Sub33, a man is mopping the floor. 
Dancing-ballroomDancing1,Set1,Sub33,Two people are ballroom dancing together. 
Social-talk1,Set1,Sub33,Woman is talking. 
Social-shakeHands1,Set1,Sub33,People are shaking hands. 
HealthSelfCare-bandaid1,Set1,Sub33,Someone is putting a band-aid on. 
Dressing-buttoningShirt1,Set1,Sub33, someone is buttoning his shirt. 
Walk-walk1,Set1,Sub33, there are a lot of people walking. 
Pets-walkingdog1,Set1,Sub33, a man is walking his dog. 
Groceries-groceryShopping1,Set1,Sub33,The woman is grocery shopping. 
FoodDrink-Pour1,Set1,Sub33, a man pouring wine into a glass. 
IntClean-dustingTable1,Set1,Sub33,A man is wiping the table. 
Reading-reading1,Set1,Sub33,A woman is reading. 
Run-running1,Set1,Sub33,Jogging. A man is jogging. 
TV-watchingTV1,Set1,Sub34,The person is sitting in doubt couch and watching tv. 
GroomingOneself-shaving1,Set1,Sub34,This person is tripping with a knife. 
CaringChildren-playingPlayground1,Set1,Sub34,What is playing in the playground. 
IntClean-vacuuming1,Set1,Sub34,This person is vacuuming the floor. 
FoodDrink-bakingCookies1,Set1,Sub34,This person is making cookies. 
RacquetSports-playingtennis1,Set1,Sub34,Two people are playing tennis. 
Garden-gardening1,Set1,Sub34,This person is gardening removing.  fall plants. 
Basketball-Basketball1,Set1,Sub34,This person is playing a basketball in the outside court. 
CaringChildren-babyCrawling1,Set1,Sub34,A baby. Crawling on the floor. 
Dancing-modernDance1,Set1,Sub34,A man and a woman are.  dancing on a stage. 
Crafts-painting1,Set1,Sub34,The person is painting with a brush. 
Soccer-playingSoccer1,Set1,Sub34,A soccer player is kicking a ball making a penalty shot. 
Aerobics-aerobics1,Set1,Sub34,People are exercising doing aerobic. 
GroomingOneself-applyingMakeup1,Set1,Sub34,Person is applying the makeup on her eyes. 
KitchenClean-washingDishes1,Set1,Sub34,This person is cleaning a pan. Brush. 
Dressing-tyingTie1,Set1,Sub34,This person is tying a tie. 
Garden-mowingLawn1,Set1,Sub34,This person is moaning the lawn. 
Weights-weights1,Set1,Sub34,This person is exercising his arm with a dumbbell. 
Pets-brushingCat1,Set1,Sub34,The person is brushing his cat. 
Laundry-laundry1,Set1,Sub34,This person is putting laundry into the washer. 
Write-writing1,Set1,Sub34,This person is writing something in a notebook. 
Dressing-puttingOnShoes1,Set1,Sub34,The person is taking off her boots. 
FoodDrink-sautee1,Set1,Sub34,This person is cooking some onion in a pan. 
Games-playingbilliards1,Set1,Sub34,This person is playing a pool. 
Bike-bike1,Set1,Sub34,People are bicycling outside. 
EatDrink-eating1,Set1,Sub34,This person is eating some sort of small cake. 
Sleeping-sleep1,Set1,Sub34,This person is lying on a bed resting. 
GroomingOneself-brushHair1,Set1,Sub34,This person is brushing her hair. 
Pets-playingDog1,Set1,Sub34,This person is playing playing or training with his dog. 
Golf-golf1,Set1,Sub34,This person is practicing golf. 
Phone-calling1,Set1,Sub34,Person is talking to someone over the phone. 
Cardio-spinning1,Set1,Sub34,Google people are exercising bicycling.  asean. 
Social-laughing1,Set1,Sub34,This person is smiling and laughing possibly talking to someone else. 
Garden-wateringPlants1,Set1,Sub34,The person is watering her plant. 
FoodDrink-rollingDough1,Set1,Sub34,This person is working with a dough making it flat. 
Crafts-knitting1,Set1,Sub34,This person is needing. 
HealthSelfCare-swallowPills1,Set1,Sub34,This person is taking a pill with water. 
Wash-wash1,Set1,Sub34,This person is washing his or her hands. 
FoodDrink-chopping1,Set1,Sub34,This person is chopping carrots. 
EatDrink-drinking1,Set1,Sub34,This person is drinking 80. 
Computer-computer1,Set1,Sub34,The person is working.  without computer. 
Games-videoGames1,Set1,Sub34,Two guys are playing video games. 
FoodDrink-stirring1,Set1,Sub34,This person is baking mixing butter with sugar. 
FoodDrink-grilling1,Set1,Sub34,The person is grilling steaks. 
Travel-driving1,Set1,Sub34,The person is driving. 
Yoga-yoga1,Set1,Sub34,This person is exercising a yoga at home. 
GroomingOneself-brushingTeeth1,Set1,Sub34,This person. Brushing his teeth. 
IntClean-moppingfloor1,Set1,Sub34,The person is mopping a floor. 
Dancing-ballroomDancing1,Set1,Sub34,People are dancing in a pear. 
Social-talk1,Set1,Sub34,This person is explaining something very passionately. 
Social-shakeHands1,Set1,Sub34,Two guys are introduced to each other and shaking hands. 
HealthSelfCare-bandaid1,Set1,Sub34,This person is putting a bandage to his or her thumb. 
Dressing-buttoningShirt1,Set1,Sub34,This person is buttoning up his shirt. 
Walk-walk1,Set1,Sub34,A lot of people are walking on the street. 
Pets-walkingdog1,Set1,Sub34,Person is taking a walk with his dog. 
Groceries-groceryShopping1,Set1,Sub34,People are doing grocery shopping. 
FoodDrink-Pour1,Set1,Sub34,This person is serving wine to three different glasses possibly tasting. 
IntClean-dustingTable1,Set1,Sub34,This person is cleaning a table with a towel. 
Reading-reading1,Set1,Sub34,This person is reading a book by window. 
Run-running1,Set1,Sub34,This person is jogging outside. 
Computer-computer2,Set2,Sub35,A man is typing at a desk and it looks like it's somewhere in his. 
Laundry-laundry2,Set2,Sub35,Doing the laundry in a communal laundry room and they put their clothes in the laundry machine already and are now adding laundry detergent it's a liquid blue laundry detergent like tide. 
Social-laughing2,Set2,Sub35,A boy is watching something off screen and then he starts laughing really hard. 
Reading-reading2,Set2,Sub35,The guy sitting in a library at a table reading a book. 
FoodDrink-chopping2,Set2,Sub35,Someone's cutting vegetable I think it's green onion or maybe week. 
Games-videoGames2,Set2,Sub35,A middle-aged guy sitting on the couch playing on sensory video game on a controller like a ps4 or an xbox. 
FoodDrink-bakingCookies2,Set2,Sub35,A woman is making food by oh no it's a it's a cookie.  or it looks like she's making cookies and she's using her hands to need them into the cookie shape and placing it on a baking tray that has parchment paper on it. 
HealthSelfCare-bandaid2,Set2,Sub35,A guy in an office is putting a band-aid on to the tip of his left index finger. 
GroomingOneself-brushingTeeth2,Set2,Sub35,When is a brushing his teeth in front of the mirror he's using a blue toothbrush and he's wearing a white shirt. 
Sleep-sleep2,Set2,Sub35,A girl is napping on a couch. 
RacquetSports-playingTennis2,Set2,Sub35,If the tennis match between two men the guy in orange hits across shot close to the net and the guy in the blue mist. 
Soccer-playingSoccer2,Set2,Sub35,A guys doing a penalty shot in soccer and the goalie stop the ball. 
Travel-driving2,Set2,Sub35,African american man is driving his car and he looks kind of agitated. 
Weights-weights2,Set2,Sub35,A guy is sitting on like a workout bench at a gym and he's lifting dumbbells in each hand. 
Dressing-buttoningShirt2,Set2,Sub35,A sped up video of someone buttoning their shirt from the top down. 
IntClean-moppingFloor2,Set2,Sub35,A guy is mopping the floor of I think a school or some other type of office building. 
FoodDrink-Pour2,Set2,Sub35,Someone is pouring milk or cream into a cup of tea. 
EatDrink-drinking2,Set2,Sub35,There's a woman chugging something from a blue mug. 
Dressing-tyingTie2,Set2,Sub35,A man is giving a demonstration on how to tie a tie. 
Pets-walkingDog2,Set2,Sub35,Is walking a medium sized dog maybe like a pit bull mix. 
Cardio-spinning2,Set2,Sub35,It's a. Workout class on their biking on an exercise bike while also doing arm exercises. 
GroomingOneself-brushHair2,Set2,Sub35,A lady is sitting on her bed brushing her hair. 
Groceries-groceryShopping2,Set2,Sub35,A little. Standing at the checkout of a grocery store with her mom while the cashier scans their item the mom is getting ready to take her wallet out of her purse. 
Dancing-modernDance2,Set2,Sub35,Men and women are dancing it looks like modern dance. 
FoodDrink-sautee2,Set2,Sub35,Cooking or frying onions I think in a metal frying pan using a spoon. 
TV-watchingTV2,Set2,Sub35,Guys watching tv it's the biggest loser. 
FoodDrink-rollingDough2,Set2,Sub35,Someone's rolling out dough onto a cutting board with a wooden roller. 
Garden-gardening2,Set2,Sub35,A man is digging a small hole in the ground with a stick and then putting a small green plant into it. 
Basketball-basketball2,Set2,Sub35,Man is shooting free throws in basketball and other young man watches and I know there's three young men watching a guy throw. 
Crafts-knitting2,Set2,Sub35,The one is knitting with pink yarn and a blue knitting needle. 
IntClean-dustingTable2,Set2,Sub35,A woman is wiping off large crumbs off of a wooden counter. 
Walk-walk2,Set2,Sub35,Two men. Walking on the sidewalk late at night. 
Dancing-ballroomDancing2,Set2,Sub35,A man and a woman are dancing I think it's on some sort of tv show like dancing with the stars or america's got talent. 
Dressing-puttingOnShoes2,Set2,Sub35,Pregnant. A pregnant woman is sitting on the stairs putting on on sneakers with laces. 
Yoga-yoga2,Set2,Sub35,A woman does a very difficult yoga pose where she is standing upside down on her elbows. 
IntClean-vacuuming2,Set2,Sub35,Vacuuming a confetti or shredded paper off of the carpet with a vacuum and then next to them there to other vacuum. 
EatDrink-eating2,Set2,Sub35,A guys eating while watching something off screen. 
Aerobics-aerobics2,Set2,Sub35,5. Are doing a workout video. 
CaringChildren-babyCrawling2,Set2,Sub35,A baby is crawling towards some toys on the ground. 
Garden-wateringPlants2,Set2,Sub35,Someone's watching a watering a small flower plants. 
Social-talk2,Set2,Sub35,A man is talking while looking at the camera in an office. 
Games-playingBilliards2,Set2,Sub35,A guy shooting a row of pool balls one-by-one they're lined up in a row. 
Social-shakeHands2,Set2,Sub35,Two men are shaking hands one of them is standing up the other one is sitting down there on the porch. 
GroomingOneself-applyingMakeup2,Set2,Sub35,Young woman with red hair is applying foundation to her left cheek using a makeup brush. 
